project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
suzhou-wuzhong-museum,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/06.webp",,,
suzhou-wuzhong-museum,5,text_1col,align-left,"### 沉浸式情境照明
在重点展览板块，照明不仅照亮展品，更通过墙面投射与暗场环境的对比，渲染出如诗如画的历史故事场景。","### Immersive Scenario Lighting
In key exhibition sections, lighting not only illuminates exhibits but also renders picturesque historical scenes through wall projection and dark-field contrast.",,
suzhou-wuzhong-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/09.webp",,,
suzhou-wuzhong-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/10.webp,,,
suzhou-wuzhong-museum,8,text_1col,align-center,*历史在幽光中苏醒，静默诉说着千年的吴地风华。*,"*History awakens in the dim light, silently recounting the millennia of Wu's elegance.*",,
shanghai-west-bund-museum,1,text_1col,align-center,"### 理性与感性的光影对白
西岸美术馆由David Chipperfield设计，照明方案精准呼应了建筑的极简美学。光线在此被克制地使用，旨在将视觉焦点完全让渡给黄浦江畔的当代艺术。","### Dialogue of Light Between Reason and Emotion
Designed by David Chipperfield, the West Bund Museum's lighting perfectly echoes the architecture's minimalist aesthetics, ceding the visual focus entirely to contemporary art.",,
shanghai-west-bund-museum,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/02.webp,,,
shanghai-west-bund-museum,3,text_2col,50-50,"### 纯粹空间的匀质光
展厅顶部大面积采用匀质发光天棚，模拟自然天光，消解了人工光源的存在感，为大型装置艺术提供纯净的背景。","### Homogeneous Light in Pure Spaces
The exhibition halls heavily utilize homogeneous luminous ceilings to simulate natural daylight, dissolving the presence of artificial sources.","### 极简立面的隐匿之光
外观照明克制而内敛，灯具完全隐藏于建筑肌理之中，在夜幕下仅用温润的洗墙光勾勒出半透明玻璃的质感。","### Concealed Light on Minimalist Facades
Exterior lighting is restrained and introverted, with fixtures hidden to merely outline the translucent glass texture with warm wall washing at night."
shanghai-west-bund-museum,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/06.webp",,,
shanghai-west-bund-museum,5,text_1col,align-left,"### 灵动轨道与智能控制
针对不同布展需求，定制的轨道灯系统与智能化控制网络相连，可在极短时间内完成从高亮度全景到局部微光的场景切换。","### Dynamic Tracks and Smart Control
Tailored for different exhibitions, the custom track system connects to smart networks, allowing rapid scene switching from bright panoramas to localized dim lighting.",,
shanghai-west-bund-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/09.webp",,,
shanghai-west-bund-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-west-bund-museum/10.webp,,,
shanghai-west-bund-museum,8,text_1col,align-center,*越是纯粹的光，越能映射艺术原本的灵魂。*,"*The purer the light, the more it reflects the original soul of the art.*",,
wuyi-shimao-resort,1,text_1col,align-center,"### 宋代极简的美学再现
位于南平武夷山的世茂御榕度假酒店，以宋代美学为灵魂。照明设计通过隐匿而富有诗意的景观与立面灯光，将现代奢华度假空间与自然山水无缝交织。","### Reproduction of Song Dynasty Minimalist Aesthetics
Located in Wuyishan, the Shimao Yulong Resort Hotel uses poetic landscape lighting to seamlessly intertwine modern luxury resort spaces with natural landscapes.",,
wuyi-shimao-resort,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/02.webp,,,
wuyi-shimao-resort,3,text_2col,50-50,"### 山水间的泛光意境
建筑外墙通过温和的泛光照明，在夜幕下勾勒出宋式建筑的飞檐与层次，与倒影水池相映成趣。","### Floodlighting Conception Among Mountains and Waters
The exterior walls use gentle floodlighting to outline the cornices of Song-style architecture at night, contrasting beautifully with reflection pools.","### 沉浸式景观夜游
园林内部以低色温的地埋灯与矮柱灯为主，避免强烈直射光，营造出一种曲径通幽、静谧放松的避世体验。","### Immersive Landscape Night Tour
The gardens predominantly use low color temperature inground and bollard lights to avoid glare, creating a tranquil and relaxing escapist experience."
wuyi-shimao-resort,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/06.webp",,,
wuyi-shimao-resort,5,text_1col,align-left,"### 尊重生态的光学尺度
为了保护武夷山当地的自然生态，所有户外照明均严格控制上射眩光，采用符合LEED标准的节能LED灯具，让光线如月光般温柔洒落。","### Ecological Respect in Optical Scale
To protect Wuyishan's local ecology, all outdoor lighting strictly controls upward glare, utilizing LEED-compliant energy-saving LEDs that fall as gently as moonlight.",,
wuyi-shimao-resort,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/09.webp",,,
wuyi-shimao-resort,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/wuyi-shimao-resort/10.webp,,,
wuyi-shimao-resort,8,text_1col,align-center,*灯火阑珊处，隐入画中游。*,"*Where the lights wane, one vanishes into a wandering painting.*",,
guangzhou-intenlight-installation,1,text_1col,align-center,"### 律动光影的艺术对话
广州INTENLIGHT光艺术装置以互动智能照明技术为核心，在临时展览空间中构建了光、声、人的多感官交流场域，呈现出极具未来感的先锋气质。","### Artistic Dialogue of Rhythmic Light
The Guangzhou INTENLIGHT art installation uses interactive lighting to build a multi-sensory communication field of light, sound, and people, presenting an ultimate futuristic feel.",,
guangzhou-intenlight-installation,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/02.webp,,,
guangzhou-intenlight-installation,3,text_2col,50-50,"### 动态矩阵编程
由数百个LED节点组成的立体矩阵，通过复杂的DMX编程与感应器联动，能够根据观众的移动实时改变色彩与闪烁频率。","### Dynamic Matrix Programming
A 3D matrix of hundreds of LED nodes links with sensors via complex DMX programming to change colors and frequencies in real-time based on audience movement.","### 虚实交叠的空间
强烈的几何光束切分了原本空旷的展区，利用光影在墙面与地面上制造出一种突破物理边界的错觉。","### Space of Overlapping Reality and Illusion
Strong geometric beams slice through the open exhibition area, creating an illusion of breaking physical boundaries using light on walls and floors."
guangzhou-intenlight-installation,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/06.webp",,,
guangzhou-intenlight-installation,5,text_1col,align-left,"### 模块化快闪结构
为了适应临时展览的特性，灯具与支撑框架被设计为高度模块化，在确保光学精度的同时实现了快速拆装，兼顾了艺术表现与工程效率。","### Modular Pop-up Structure
To adapt to temporary exhibitions, fixtures and frames were designed to be highly modular, ensuring optical precision while enabling rapid assembly and disassembly.",,
guangzhou-intenlight-installation,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/09.webp",,,
guangzhou-intenlight-installation,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/guangzhou-intenlight-installation/10.webp,,,
guangzhou-intenlight-installation,8,text_1col,align-center,*当光拥有了心跳，空间便成为有温度的生命体。*,"*When light gains a heartbeat, space becomes a living entity with warmth.*",,
beijing-lg-twin-towers,1,text_1col,align-center,"### 城市地标的活力焕新
北京LG双子座城市更新项目，在办公与公共空间的室内照明上引入极具前瞻性的设计，为这座都市核心商业地标注入了舒适、高效与科技活力。","### Vibrant Renewal of an Urban Landmark
The Beijing LG Twin Towers urban renewal project introduces forward-looking interior lighting, injecting comfortable and cutting-edge tech vitality into the core business district.",,
beijing-lg-twin-towers,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-lg-twin-towers/02.webp,,,
beijing-lg-twin-towers,3,text_2col,50-50,"### 仿自然天光系统
大堂区域植入了先进的仿自然光天窗系统，模拟出白昼的变化，让人在封闭的高层建筑中依然能感受到户外的自然气息。","### Natural Skylight Simulation
The lobby embeds an advanced skylight system imitating natural light, simulating daytime changes so people can feel the outdoors within a closed skyscraper.","### 高效的绿色办公光
办公区大量采用均匀防眩的线性灯具，不仅满足了LEED认证的苛刻节能标准，更极大缓解了现代办公人群的视觉疲劳。","### Efficient Green Office Light
The office area widely uses uniform anti-glare linear fixtures, meeting strict LEED energy-saving standards while alleviating visual fatigue for workers."
beijing-lg-twin-towers,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-lg-twin-towers/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-lg-twin-towers/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-lg-twin-towers/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-lg-twin-towers/06.webp",,,
